Age,Employment_Status,Marital_Status,Dependents,Monthly_Income,Savings,Food_Grocery_Expenses,Internet_Mobile_Expenses,Electricity_Bills,Shopping_Expenses,Personal_Expenses,Miscellaneous_Expenses,Rent,Own_House,Active_Loans,Loan_1_Amount,Loan_1_EMI,Loan_2_Amount,Loan_2_EMI,Credit_Score,Investments,Stock_Quantity,Loan_Approval_Chance,Investment_Recommendation,Portfolio_Optimization
50,Self-Employed,Single,2,41150,304695,16490,1980,4236,11918,7976,2513,0,1,2,642545,20147,846314,27721,607,FD,489,1,Stocks,No
43,Self-Employed,Married,2,197421,249816,11613,2651,3188,2179,5441,5952,22580,0,0,670181,13536,104755,0,608,FD,0,0,None,No
35,Self-Employed,Single,0,131736,224012,12315,2373,2678,12344,6307,4877,14685,1,2,785088,16896,880173,0,608,None,0,1,FD,No
47,Self-Employed,Married,0,199184,286328,7964,4326,6247,2665,6912,5773,19631,1,0,753378,26985,954092,25115,608,None,297,0,None,No
57,Self-Employed,Married,0,173371,386796,8639,2806,5203,14340,3018,2043,0,1,1,219683,22491,364670,0,609,None,340,1,SIP,Yes
33,Self-Employed,Married,2,34065,86255,9614,4479,4845,2550,6728,3094,0,0,1,486691,24856,642671,0,609,None,220,1,SIP,No
32,Self-Employed,Single,1,89199,99744,19046,4909,4563,2330,8776,2039,0,1,1,528885,6506,713545,10650,609,Stocks,0,0,FD,No
54,Self-Employed,Married,0,136331,276101,13984,4085,6661,10756,8813,6319,20082,0,1,942185,16995,289559,23786,609,None,343,1,SIP,No
45,Self-Employed,Single,3,151595,217544,5081,3453,4539,3921,8077,1320,0,0,1,713422,9069,864123,0,609,Stocks,0,1,None,Yes
55,Self-Employed,Single,3,91655,357419,7750,2299,4232,9015,8933,6222,0,1,1,571433,24391,334332,0,609,FD,0,1,None,No
27,Self-Employed,Single,1,173809,133603,7542,4202,4853,8533,9214,2352,34079,1,1,831524,13020,478026,28140,610,None,263,1,None,Yes
62,Self-Employed,Single,3,164100,61777,10375,3560,6257,8906,2819,5541,19931,0,1,438554,9885,205676,0,610,SIP,275,1,Stocks,Yes
48,Self-Employed,Married,2,71887,161492,7907,1133,5065,6765,2067,6296,0,1,0,154745,14074,37963,20634,611,FD,0,1,SIP,No
58,Self-Employed,Married,3,97899,113672,5013,2319,6495,10427,6046,4243,0,0,1,863133,19041,943714,0,611,Stocks,0,1,None,No
45,Self-Employed,Single,2,154948,99855,14327,2234,5621,2061,7019,1385,31167,1,2,546627,19452,121071,5733,613,FD,0,1,FD,Yes
58,Self-Employed,Single,1,178946,219691,6237,2380,5363,7912,8552,3602,0,0,0,239849,24247,392467,7717,614,None,0,1,SIP,No
38,Self-Employed,Single,2,146633,80153,10495,4719,4887,10369,1352,5397,20048,1,1,815731,7449,239591,8249,614,SIP,0,0,None,Yes
41,Self-Employed,Married,0,101301,391946,19234,2638,6309,8283,6713,2980,16218,0,0,114692,20490,417278,0,614,SIP,402,0,None,Yes
39,Self-Employed,Single,1,195934,63474,18687,1812,5560,5685,6268,5203,37912,0,0,224544,24885,136661,9436,615,Stocks,0,1,FD,Yes
53,Self-Employed,Married,0,113039,85573,13435,1793,4423,2598,6528,3987,0,1,1,169564,11935,774514,13688,615,None,0,1,None,No
52,Self-Employed,Single,1,162181,338536,5485,3222,2236,14926,3287,6434,9165,1,1,512457,22376,854289,9572,616,None,43,0,FD,No
27,Self-Employed,Single,3,122958,75168,13859,2618,6600,4115,5519,4104,0,0,1,588671,23735,556756,24906,616,SIP,213,1,SIP,No
39,Self-Employed,Married,3,22843,405012,15405,2574,6772,6252,8506,5501,12556,0,0,309309,20588,549240,0,617,FD,0,1,FD,Yes
56,Self-Employed,Single,2,44875,330886,19547,3736,3146,11746,6588,1656,0,0,1,371929,17369,775597,0,617,SIP,304,1,Stocks,No
52,Self-Employed,Single,2,157012,109673,6360,2798,3501,2831,3452,3606,0,0,2,471789,18225,962493,9055,617,Stocks,0,1,Stocks,No
40,Self-Employed,Single,2,126316,340978,13380,1867,2865,8752,7968,1864,0,0,1,568347,15049,763525,19182,617,SIP,92,0,Stocks,No
35,Self-Employed,Married,2,182675,358608,12080,3057,5903,9101,3789,2307,37030,0,2,362471,27252,5839,25563,618,Stocks,0,1,None,Yes
48,Self-Employed,Married,2,118273,108272,17408,4215,4714,12659,1762,3328,10825,1,1,689066,11846,420372,0,618,None,0,1,None,Yes
40,Self-Employed,Married,2,125067,65392,9284,1244,3735,14535,4256,5140,33573,0,2,128459,7580,898164,12149,619,FD,0,0,None,No
28,Self-Employed,Single,2,134702,124593,6187,1517,2703,2263,3329,4415,14040,1,1,711939,28629,942910,0,620,Stocks,256,0,FD,Yes
60,Self-Employed,Married,2,179005,55539,18856,4221,3275,3204,6558,5991,0,0,0,154529,8017,123214,13199,620,SIP,0,0,None,No
50,Self-Employed,Single,1,164613,413181,5843,4406,2097,12372,6587,3394,26068,1,1,564952,21868,541054,21104,620,Stocks,0,1,FD,Yes
63,Self-Employed,Single,1,88438,185988,13902,3522,6607,5865,3257,3811,10066,1,2,678242,16445,703640,17527,620,SIP,0,1,None,No
34,Self-Employed,Married,2,38767,98418,18384,2487,4700,3585,5063,1414,15616,1,2,758209,12242,366435,22845,622,None,0,1,FD,No
49,Self-Employed,Single,3,176418,40371,11896,4968,5173,7198,9083,3661,8865,0,1,871827,7478,396729,0,622,FD,0,1,Stocks,No
39,Self-Employed,Single,2,199758,470670,6245,4299,2883,8487,9928,3007,25952,1,2,488756,14717,32612,0,622,None,0,0,None,No
39,Self-Employed,Single,0,90982,84112,14166,4402,6123,7424,2653,2812,29935,0,0,485558,13886,806120,10833,623,FD,0,1,SIP,Yes
26,Self-Employed,Married,0,187160,27425,11846,4056,5906,14475,6972,3344,21803,1,1,970147,25117,344490,0,623,FD,0,1,SIP,Yes
37,Self-Employed,Married,0,107000,382643,14671,4912,5435,14822,7780,2804,37467,0,2,267550,29051,725867,0,623,None,243,1,Stocks,No
39,Self-Employed,Married,3,29224,428787,12779,3385,3844,5445,7907,4842,0,1,2,517568,9986,716602,7546,624,FD,0,1,Stocks,Yes
49,Self-Employed,Married,2,46654,337089,9920,1555,6550,2789,3668,1210,10812,0,0,809344,28466,862723,0,624,Stocks,291,1,SIP,Yes
60,Self-Employed,Married,1,79263,445394,8307,2354,2769,8096,6121,6747,32737,0,1,353446,6425,931769,0,624,None,159,1,None,No
46,Self-Employed,Married,0,56088,195988,12488,1216,4674,2202,7119,5073,17027,0,2,149438,19128,143680,0,625,FD,0,0,SIP,No
43,Self-Employed,Single,0,89015,56942,18735,2730,6527,2252,6341,5206,0,0,1,576035,29267,46463,25403,625,None,19,0,SIP,No
26,Self-Employed,Single,1,84772,28194,18265,4831,5448,2268,8428,3865,0,1,2,735507,12031,854300,0,626,Stocks,0,0,None,Yes
41,Self-Employed,Single,0,196011,423532,7571,4640,6231,13292,9197,3084,20807,0,1,949296,15204,890740,0,626,FD,0,0,FD,Yes
48,Self-Employed,Married,2,141004,142552,10599,1024,6591,5883,9760,3516,22113,1,2,184310,26308,967091,13181,627,SIP,391,1,None,No
46,Self-Employed,Single,2,140283,201650,16530,2982,4021,2544,1416,6463,13102,1,2,780555,28880,135327,0,627,None,0,1,None,Yes
33,Self-Employed,Single,3,164643,94464,17425,1670,5366,5082,1645,5485,0,0,0,634548,7290,862787,9867,627,Stocks,0,1,FD,Yes
47,Self-Employed,Married,2,114729,366152,12695,3321,4273,2192,4847,3300,0,1,2,285110,12780,753519,0,627,FD,409,1,FD,Yes
42,Self-Employed,Single,1,33660,173569,17300,3654,5409,6141,3665,2288,8613,1,1,574840,26019,76597,29329,627,SIP,0,0,None,Yes
27,Self-Employed,Single,0,53518,270277,11588,1181,6408,2740,2947,5677,33167,1,0,171151,12293,201542,0,628,FD,0,1,SIP,Yes
41,Self-Employed,Married,2,86391,279685,18169,4132,3872,4642,3945,4418,35643,0,1,679124,28624,102125,13116,628,FD,0,0,SIP,No
47,Self-Employed,Married,1,86119,54512,15756,1782,2955,14493,4815,2678,8931,1,1,542138,14471,458179,0,628,SIP,73,1,None,Yes
54,Self-Employed,Single,0,64777,320530,11592,4082,3249,10013,2611,1837,14399,1,0,229992,16505,706360,0,630,FD,104,1,None,Yes
47,Self-Employed,Single,2,110990,52434,19648,2988,6988,14352,3433,2560,0,1,0,221238,22015,816151,0,630,None,0,1,None,No
37,Self-Employed,Married,3,72476,240473,11017,1862,6951,5146,9286,1974,0,1,1,360383,5166,354874,0,630,FD,0,1,SIP,Yes
43,Self-Employed,Married,1,61347,462396,8834,1847,2229,12370,3387,5222,0,1,0,710155,7546,284791,19098,631,None,0,0,FD,No
61,Self-Employed,Single,3,148053,34913,14906,4415,6137,6020,2145,4451,37201,1,1,828084,28802,805777,15325,631,FD,482,1,SIP,No
59,Self-Employed,Single,0,22358,234479,10171,2069,6855,9248,3375,2071,30644,0,0,808863,27842,966523,22150,631,FD,491,1,SIP,No
51,Self-Employed,Married,2,145636,54015,12360,4474,6811,10140,4716,2259,0,0,0,885208,11167,884284,10090,631,FD,0,1,FD,Yes
56,Self-Employed,Single,1,83634,82641,8380,2659,6945,11687,1031,1668,15139,0,2,447235,17435,380125,18455,631,None,108,1,None,No
40,Self-Employed,Married,0,83409,115681,12505,3340,4474,9632,1678,3996,29844,1,0,809853,11204,234486,0,631,FD,0,1,SIP,No
64,Self-Employed,Married,0,180072,299844,15476,2500,2797,9009,3433,3352,15427,1,2,320580,20940,947222,19981,632,None,0,0,FD,Yes
31,Self-Employed,Single,2,166840,132377,6419,1124,6018,7723,4708,1108,37034,1,2,376972,17381,818298,20961,632,SIP,0,1,Stocks,Yes
47,Self-Employed,Married,3,36313,67502,5566,2229,4186,9376,7550,2627,17898,0,0,863549,5763,275195,0,632,FD,341,1,FD,No
29,Self-Employed,Single,2,118879,199784,5883,4397,4512,9682,8063,4150,0,0,2,911213,28701,937727,5269,633,None,71,1,None,Yes
38,Self-Employed,Married,2,106284,13647,10938,1391,2415,12743,9471,4825,22865,0,1,616883,23821,665266,14002,633,FD,0,1,None,Yes
39,Self-Employed,Married,1,172499,52530,15642,2687,4422,12203,6317,1569,15813,1,0,553220,27497,859173,8593,633,FD,0,1,Stocks,No
50,Self-Employed,Married,3,71507,347755,10350,3908,5153,2228,1313,6805,0,0,2,486532,9998,808024,24525,633,FD,0,1,FD,No
32,Self-Employed,Single,3,196813,296677,7002,1937,2492,9585,9751,5515,0,0,1,592247,19437,683054,0,633,FD,0,1,None,No
59,Self-Employed,Married,1,115157,203100,19261,4627,5929,7213,5860,2182,37997,0,1,672537,6640,776977,23098,634,FD,0,1,SIP,No
47,Self-Employed,Married,3,152911,231188,17296,3755,2087,10424,6625,4345,30452,0,0,111383,20493,574641,0,634,FD,0,0,SIP,Yes
35,Self-Employed,Single,3,23500,216703,11670,2507,5375,6798,4423,2068,23216,1,0,460841,27465,291655,27959,634,None,0,0,Stocks,Yes
59,Self-Employed,Single,3,104629,161933,8755,1000,5475,12876,6640,6459,0,1,2,935248,18124,402661,0,634,None,0,0,FD,No
47,Self-Employed,Married,2,49482,308358,12443,1896,5362,9292,9645,1233,0,0,0,899092,17447,803135,0,634,Stocks,0,1,SIP,No
28,Self-Employed,Married,2,101506,392076,7620,2190,2541,3187,3503,5539,29791,0,0,532146,16170,641916,0,635,Stocks,0,0,None,No
53,Self-Employed,Married,3,80014,362250,5325,1640,4431,9558,2437,4964,0,1,2,286923,13051,232496,0,635,SIP,270,1,SIP,Yes
61,Self-Employed,Single,2,113917,352702,11089,4491,6959,3848,9781,1911,0,0,2,319566,19416,101061,0,635,FD,0,0,None,No
61,Self-Employed,Single,3,174380,375178,8442,4946,3870,9272,7220,3219,0,0,2,833297,7158,182227,8393,636,FD,199,1,SIP,Yes
39,Self-Employed,Married,0,191161,11591,14578,2948,4066,10276,3613,4167,26359,1,2,264148,16067,934341,0,636,None,482,1,Stocks,No
25,Self-Employed,Married,2,185099,243268,5097,1824,2221,8698,9408,1429,29044,0,0,979791,28954,969697,0,636,None,0,1,None,Yes
31,Self-Employed,Married,2,165475,397980,11599,3219,5097,12000,9661,1712,34384,1,1,522710,9284,150939,19444,636,FD,374,0,Stocks,Yes
45,Self-Employed,Married,2,87052,291736,12186,2788,3666,12099,7177,2595,0,0,1,993908,21044,470868,19226,636,None,310,1,Stocks,Yes
39,Self-Employed,Married,2,196136,76211,9060,1578,6647,7864,5636,2282,0,0,0,748556,5822,118768,0,637,SIP,436,0,Stocks,Yes
33,Self-Employed,Single,3,199653,135171,11042,2105,2688,4472,3886,6760,0,1,2,202172,5995,562840,0,637,Stocks,0,1,Stocks,No
37,Self-Employed,Single,0,32101,297256,8001,1186,2061,7878,1318,1708,0,1,2,823098,16291,607996,19068,637,SIP,213,1,Stocks,No
31,Self-Employed,Single,0,136294,208858,6318,1408,4876,4883,6612,6900,0,1,1,668819,16655,521547,9118,637,FD,308,1,Stocks,Yes
61,Self-Employed,Married,0,183107,367402,11502,3819,4345,12830,6434,4800,24877,1,1,291608,20241,269272,0,637,SIP,307,1,FD,Yes
38,Self-Employed,Single,2,107606,192871,9278,1949,4722,2897,5122,6385,0,0,2,731979,5583,255465,0,637,SIP,0,1,None,No
42,Self-Employed,Single,3,181501,287725,12986,3540,3334,14010,3789,5413,34092,1,1,602530,6353,26123,27698,637,None,0,1,FD,Yes
34,Self-Employed,Married,1,181444,37794,8692,2892,4675,6505,5346,3025,12449,0,2,787812,27132,318736,0,638,FD,266,1,SIP,Yes
26,Self-Employed,Single,2,180286,321024,18013,4757,3845,11250,8211,6990,35889,0,0,728017,12868,108781,0,638,None,0,1,None,Yes
43,Self-Employed,Single,0,158243,210293,5954,2895,6490,5131,7790,1537,33397,1,0,545613,10006,899584,0,638,SIP,0,1,SIP,No
36,Self-Employed,Married,2,114846,429590,8263,3326,6361,4648,7409,3749,10819,1,1,612338,6401,841828,28753,639,None,0,0,SIP,No
40,Self-Employed,Single,0,53835,344421,5278,3946,3126,2763,7169,6888,27598,0,1,912981,15543,855570,11961,639,FD,381,1,FD,Yes
50,Self-Employed,Single,2,134113,371290,11371,1346,4928,13979,8841,6002,0,1,1,353315,21729,250413,5004,640,SIP,0,1,SIP,No
44,Self-Employed,Married,3,42510,164371,6543,4602,4863,9864,1006,1650,12199,0,2,146510,21984,588981,22690,641,Stocks,0,1,None,Yes
28,Self-Employed,Married,0,44082,204083,8625,2456,6799,6386,2978,2757,18144,0,0,358563,14236,252237,0,641,FD,124,1,Stocks,Yes
26,Self-Employed,Married,1,22829,389842,18672,1986,2216,12814,3963,4628,39305,1,1,331838,6031,414277,10936,641,FD,0,1,FD,No
42,Self-Employed,Single,2,80207,283452,18495,2005,5716,6196,4036,6545,38318,0,0,581617,8853,760497,12915,642,FD,402,1,Stocks,Yes
52,Self-Employed,Single,3,174245,83755,5926,2488,4884,10249,5771,1499,0,1,1,632230,23727,951093,0,643,FD,0,0,SIP,No
41,Self-Employed,Married,2,43306,336231,13204,1765,5163,14278,8172,6255,39148,1,1,637909,13946,755197,0,643,FD,0,1,SIP,Yes
37,Self-Employed,Married,2,114521,351712,17028,3626,6687,9358,3401,1966,31976,1,2,160841,23566,53223,7757,644,Stocks,0,0,None,No
47,Self-Employed,Single,2,163791,454080,8234,1054,2851,3068,2949,1251,0,0,0,163419,18901,377193,20068,644,FD,459,1,SIP,Yes
37,Self-Employed,Single,3,56881,442663,18389,2853,6124,11696,9923,3550,29979,1,1,407715,24338,443796,0,644,SIP,0,1,FD,Yes
32,Self-Employed,Single,1,140862,474174,9562,2569,3960,10467,6778,3145,0,0,2,779324,9187,34251,5877,645,None,0,0,None,Yes
27,Self-Employed,Married,3,181960,310058,7235,2602,5950,4583,1696,6215,14279,0,2,992710,25761,422015,15471,646,FD,0,0,None,Yes
52,Self-Employed,Single,3,153294,395633,12389,1680,2083,5604,9375,5806,0,1,2,936485,5256,406390,6169,646,SIP,0,1,SIP,No
26,Self-Employed,Married,3,164826,113700,11243,3851,4473,5123,7010,3564,17562,0,1,419729,26433,656183,0,646,None,185,0,Stocks,No
29,Self-Employed,Married,2,145494,120144,19071,3698,4382,9296,8948,2404,22653,1,2,783662,26839,561758,0,646,FD,61,1,Stocks,Yes
62,Self-Employed,Married,1,41149,358465,18700,4055,2085,7956,8042,2470,12842,0,1,859345,12646,845876,26462,646,Stocks,0,1,SIP,Yes
40,Self-Employed,Married,3,50342,305590,14199,2247,2715,5268,1829,6336,0,1,1,434839,20259,967214,0,646,SIP,321,1,SIP,Yes
58,Self-Employed,Married,2,134531,341314,10961,3055,4671,14646,8147,4003,11650,1,2,229240,27932,140776,0,647,None,139,1,SIP,Yes
45,Self-Employed,Married,3,68215,146516,8861,3893,5937,7777,7758,2681,0,1,1,333903,20474,378706,15672,647,None,0,0,SIP,Yes
32,Self-Employed,Married,1,39733,5661,11930,1827,6029,9344,3121,2467,0,1,2,327028,27783,542542,0,647,FD,67,1,FD,Yes
59,Self-Employed,Married,0,37791,367337,7068,1466,3809,11344,3376,2177,18090,1,2,948879,18910,40981,0,647,None,408,1,Stocks,No
50,Self-Employed,Married,2,85627,327114,17659,4316,6309,3492,9048,5428,0,0,2,166243,24782,207709,0,648,FD,0,0,SIP,No
38,Self-Employed,Married,2,85553,98006,18064,2940,5801,4767,6411,6821,0,1,0,160136,25619,607376,11398,648,SIP,0,0,Stocks,Yes
38,Self-Employed,Single,2,38059,408835,7550,2170,3055,13499,1109,4574,11987,0,2,961748,7141,634212,19785,649,FD,330,1,FD,Yes
25,Self-Employed,Single,0,165589,337614,15645,2193,5842,8128,7279,4678,39499,1,2,107375,6895,253179,18537,649,None,347,1,FD,No
56,Self-Employed,Single,1,140306,40629,11536,4565,4897,13088,8052,5600,32924,1,2,295130,19368,256392,27612,649,SIP,0,1,SIP,No
35,Self-Employed,Single,3,69790,261304,18850,1548,3976,7812,1010,4958,29053,0,2,457183,23039,175999,20254,650,None,0,1,FD,Yes
39,Self-Employed,Married,3,48957,233376,8542,4260,3534,9220,7636,5196,25897,0,2,662510,21264,408505,17641,650,FD,0,1,None,Yes
26,Self-Employed,Single,1,51000,310551,18500,1959,2046,6550,6309,6408,27053,0,0,681152,24994,600221,0,650,None,0,1,None,No
48,Self-Employed,Married,1,138997,199499,10816,3034,6563,12700,3930,2764,12461,1,1,389067,20880,9152,29788,651,None,0,1,None,Yes
27,Self-Employed,Married,1,113759,426887,14363,1875,3245,2243,6028,6452,0,1,1,231614,23973,668467,15265,651,SIP,178,1,None,No
35,Self-Employed,Married,0,168342,79875,17451,3224,2768,8440,9441,3752,19037,0,1,190566,22066,89570,26108,651,Stocks,270,0,None,Yes
32,Self-Employed,Single,3,81557,120513,7627,3084,4484,11543,4462,4246,0,0,0,140039,6874,234718,19016,652,None,0,1,None,Yes
47,Self-Employed,Single,0,28337,278707,16351,1121,3715,5147,5613,5774,0,1,0,761718,8042,208811,25459,652,None,0,1,FD,Yes
44,Self-Employed,Single,3,172936,366382,14423,3576,2258,2771,8148,1389,0,1,1,963375,14180,817601,0,652,FD,0,0,None,No
41,Self-Employed,Single,1,161450,489319,12525,1474,3067,2913,2645,5320,0,0,2,446199,22056,882499,9920,653,SIP,139,1,FD,No
41,Self-Employed,Married,3,123137,366250,9937,2428,6236,7127,8341,3848,12930,1,1,712242,9212,542251,0,653,None,70,1,Stocks,No
40,Self-Employed,Married,1,24237,5073,18901,2405,5565,14540,2762,1027,0,0,0,327209,19756,704404,0,653,Stocks,0,1,SIP,No
64,Self-Employed,Single,1,24344,426071,17919,3450,5987,9760,6799,3801,0,1,1,802489,17146,555894,29171,653,FD,0,1,SIP,Yes
49,Self-Employed,Single,2,135625,334063,10390,4184,6097,8337,7415,5042,27541,1,2,822067,19476,241871,0,653,Stocks,0,0,FD,No
52,Self-Employed,Single,3,91887,239929,5899,2160,2197,14132,2572,6348,10897,1,2,104220,12449,893966,0,653,SIP,220,0,FD,No
62,Self-Employed,Married,0,66622,60100,16121,3470,5520,12689,4325,6409,22341,1,1,943491,17327,130148,20861,655,Stocks,0,1,SIP,Yes
44,Self-Employed,Married,1,193966,287674,17009,4279,6771,9573,9514,5590,10645,0,2,327588,14095,965643,20503,655,Stocks,0,1,None,No
39,Self-Employed,Single,0,193799,211454,19018,3091,6833,5784,7174,6362,32689,1,1,615903,21232,721440,0,655,SIP,0,0,None,Yes
63,Self-Employed,Married,3,181772,81955,5729,3499,2322,10247,1480,5871,18722,1,2,952239,22830,866270,0,655,Stocks,0,0,SIP,Yes
53,Self-Employed,Married,2,44831,91588,6345,3078,2821,12282,9571,3196,28804,1,1,230698,7042,342983,14483,655,None,103,0,None,Yes
25,Self-Employed,Married,1,183247,301819,16830,2711,4057,7456,3106,4759,0,0,2,413399,17721,122163,21743,656,Stocks,0,1,FD,No
36,Self-Employed,Single,0,142268,194100,16520,1789,2622,4624,6134,4885,0,1,1,271596,8568,360554,0,656,Stocks,0,0,FD,No
61,Self-Employed,Single,1,172018,484783,9332,2089,6197,14240,5869,2054,22998,0,2,548145,5586,847373,21176,657,None,80,1,SIP,No
60,Self-Employed,Married,2,101697,231460,16393,1130,2052,10134,3316,5818,30043,0,1,790197,7599,767493,0,657,SIP,0,1,None,Yes
27,Self-Employed,Single,1,176995,150183,6320,4486,2712,8791,3298,4704,28736,0,1,851283,17968,480845,15715,657,Stocks,0,0,None,Yes
34,Self-Employed,Married,1,130150,463229,18051,3283,4661,3886,5190,5049,0,1,2,219069,27307,732461,0,657,SIP,0,1,SIP,Yes
45,Self-Employed,Married,2,196204,16899,19601,1015,3898,14560,3112,3953,0,1,0,579886,13505,912628,14802,658,Stocks,0,1,FD,Yes
28,Self-Employed,Married,0,100836,264416,19505,3185,6726,2768,5259,3396,12160,1,1,344848,12341,615908,21192,658,None,0,0,FD,Yes
42,Self-Employed,Married,2,102137,378510,6145,2045,3386,10475,9178,6440,24567,1,0,294668,18027,411776,0,658,None,0,1,FD,No
34,Self-Employed,Single,0,146633,413791,14026,3202,5836,10380,7983,4872,22796,1,0,782662,19944,590457,7018,658,SIP,0,1,Stocks,No
32,Self-Employed,Single,2,50271,323183,6461,3764,2325,5142,2321,6447,0,0,1,212550,5068,443289,0,659,FD,0,1,FD,No
43,Self-Employed,Single,0,126442,176859,19783,4414,4151,3293,1166,4196,0,1,2,345269,21812,572354,28052,659,SIP,0,1,None,Yes
41,Self-Employed,Single,2,158265,8527,17715,2265,2498,2774,7158,4896,30500,1,1,103409,27903,207415,0,659,FD,363,1,None,Yes
35,Self-Employed,Married,2,197900,53867,13469,2815,5639,2931,8919,4261,24580,1,2,920052,15455,400188,5606,659,Stocks,0,1,FD,No
42,Self-Employed,Married,1,111674,289578,18802,1370,6448,6908,1532,6954,0,1,2,617338,18041,469720,0,659,FD,0,0,SIP,Yes
35,Self-Employed,Married,0,181316,248891,9977,1122,6868,3055,4549,2050,36560,1,1,263825,26820,52879,15585,659,FD,0,0,None,No
45,Self-Employed,Single,3,69033,338262,17643,2418,6102,2882,2566,5071,0,1,0,657646,21714,250797,0,659,Stocks,0,1,FD,Yes
56,Self-Employed,Single,3,83741,225455,18061,4947,5204,13360,3743,2147,0,1,0,174988,18666,880278,14981,659,Stocks,0,1,SIP,Yes
59,Self-Employed,Married,2,130971,299761,6981,4120,4824,8581,4881,3627,0,1,2,991597,9693,447661,0,660,SIP,0,1,Stocks,No
62,Self-Employed,Married,0,28897,179328,14262,3854,3120,3638,1071,4154,21071,1,0,372699,26262,335494,0,660,None,0,1,None,Yes
52,Self-Employed,Single,0,130856,151353,15091,2352,3621,8389,1526,4586,0,1,1,150220,25363,699472,0,660,FD,0,1,None,Yes
32,Self-Employed,Married,2,149798,492756,17138,2614,2492,3292,3375,1216,0,1,1,368455,7408,536322,0,661,SIP,382,1,Stocks,No
37,Self-Employed,Single,2,130463,50610,16446,4137,2936,14079,9742,4299,0,1,1,761327,6856,833237,0,661,FD,0,0,Stocks,No
29,Self-Employed,Married,1,113057,465629,17790,4161,6783,13848,1786,4061,0,0,2,682392,21429,510284,0,661,FD,0,0,None,No
63,Self-Employed,Married,0,110052,96168,16886,4283,6082,4894,6077,1522,0,1,2,481867,15594,623149,15458,662,Stocks,0,1,Stocks,No
25,Self-Employed,Single,1,183301,33860,15177,1954,2491,5798,5249,5236,18207,1,2,800904,9803,328670,0,663,FD,0,0,SIP,Yes
55,Self-Employed,Single,0,170240,374152,16054,1980,6115,9213,1224,1262,9586,0,2,344125,13741,703572,5436,663,FD,299,0,SIP,No
61,Self-Employed,Single,3,178457,93664,19319,1944,6176,2427,6173,3780,21624,0,2,244824,16562,735378,0,663,SIP,0,1,None,No
26,Self-Employed,Married,3,84396,183502,13904,1326,2558,14048,1461,3496,0,1,1,114306,5014,420901,18392,664,SIP,0,1,None,Yes
55,Self-Employed,Married,0,38134,499645,9473,3037,3834,3657,2330,5017,17195,0,0,528194,5648,948742,0,664,FD,0,1,Stocks,No
45,Self-Employed,Single,2,38942,392161,17566,1364,4092,3350,1619,6171,0,1,1,770337,27650,965883,25506,664,Stocks,0,0,SIP,Yes
33,Self-Employed,Single,0,191793,156032,14809,2800,3422,2367,4259,1533,0,1,0,856466,18460,637691,18355,664,FD,0,1,SIP,No
25,Self-Employed,Single,1,193094,87186,9008,3134,4157,10544,6578,6864,25980,1,1,578445,18007,779717,0,664,FD,0,1,SIP,Yes
29,Self-Employed,Married,1,39189,85624,12724,3007,5511,6711,5573,3471,16065,0,0,179828,20587,669452,26816,664,None,0,1,SIP,No
50,Self-Employed,Married,2,120041,389611,5720,1413,4136,11470,6840,5856,31796,1,0,746607,21827,27981,0,665,SIP,414,1,Stocks,No
35,Self-Employed,Married,1,94227,246406,16462,3474,4423,2509,5476,3805,14158,1,0,841074,15968,29615,0,665,None,444,0,FD,No
53,Self-Employed,Single,1,196186,394296,6264,2444,4072,5209,2141,4058,14348,1,0,781986,26305,519091,0,665,FD,0,1,SIP,No
50,Self-Employed,Married,3,165619,326316,16868,2913,4440,3951,1339,2651,14555,1,2,501112,14928,748174,6120,665,None,0,1,Stocks,Yes
31,Self-Employed,Married,0,129792,257435,5774,1933,5878,3985,4223,2170,17777,1,0,942896,19565,104505,0,666,FD,0,0,None,No
62,Self-Employed,Single,1,159405,68813,5554,4148,2264,7263,1461,1585,0,1,2,167201,22304,14924,17786,666,FD,126,1,Stocks,No
38,Self-Employed,Married,0,125617,14867,10214,2159,4791,2931,7842,1269,27588,0,1,661234,13247,664587,0,666,FD,0,0,SIP,Yes
30,Self-Employed,Married,1,191362,81033,18549,2933,6206,2504,8213,1013,15428,1,0,677419,7027,262462,0,666,None,0,1,FD,Yes
61,Self-Employed,Single,3,185928,144045,13698,1382,4219,12516,6442,4353,37465,1,0,927520,25880,625277,24901,667,FD,0,1,Stocks,Yes
39,Self-Employed,Single,3,139940,301019,19689,1070,6346,7792,1178,4645,0,1,1,245534,7179,234405,0,667,None,342,1,SIP,Yes
53,Self-Employed,Married,2,150555,299774,5312,4381,6325,7820,5653,4741,22331,1,0,110575,21746,405843,24439,667,None,476,1,SIP,Yes
27,Self-Employed,Single,2,80840,226689,5066,3695,4320,12953,6591,6358,34305,0,0,753427,19231,357163,0,668,Stocks,0,1,SIP,No
43,Self-Employed,Married,0,167979,417200,16691,3677,3133,14954,9538,2265,13597,0,2,757841,14734,776933,12031,668,SIP,0,0,None,Yes
46,Self-Employed,Married,1,30715,198186,16806,1343,5162,8659,3676,5642,19141,0,2,113980,13410,188199,0,669,Stocks,0,1,None,Yes
59,Self-Employed,Single,1,126198,393267,5828,2503,4009,7934,2158,6883,20005,1,1,950274,21084,594128,0,669,SIP,0,1,SIP,Yes
51,Self-Employed,Single,3,199302,199087,13625,3103,3052,10529,6798,3778,0,0,0,269791,6722,602419,12331,669,Stocks,0,1,SIP,No
